name,total_time,found,error,found.num_mutations,path,source,oop_category,side_effects,opcode_count,max_vm_usage,stats.Evaluated,stats.BankSize,stats.FoundContextCount,stats.MaxMutatingOpcodes,stats.MaxDepth,stats.MaxSize,string_literals,num_literals,iterations,expected,examples_count,var_count
IsAllPositive,0.216508,"(-0) < arr.sort((a, b)=>a - b)[0]",,1,tasks/benchmarks/fromSobeq/may/FrAngel/IsAllPositive.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/controlstructures/IsAllPositive.java,Primitive Objects,With Side Effects,879,28.725248 MB,52083,5920,140,2,4,13,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 414194}, 'statistics': {'Evaluated': 5, 'BankSize': 5, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 48527202}, 'statistics': {'Evaluated': 320, 'BankSize': 41, 'FoundContextCount': 9, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 145142580}, 'statistics': {'Evaluated': 46407, 'BankSize': 2959, 'FoundContextCount': 131, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 12}}, {'time': {'secs': 0, 'nanos': 21870219}, 'statistics': {'Evaluated': 5676, 'BankSize': 2961, 'FoundContextCount': 9, 'MaxMutatingOpcodes': 2, 'MaxDepth': 4, 'MaxSize': 13}}]","['0 < arr.sort((a, b)=>a - b).shift()', '0 < arr.sort((a, b)=>a - b)[0]']",3,1
MaxAndMin,0.217082,"arr.sort((a, b)=>a - b)[0] + arr.pop()",,2,tasks/benchmarks/fromSobeq/may/LooPy/MaxAndMin.sy,LooPy,Primitive Objects,With Side Effects,879,28.44672 MB,88080,20411,141,3,4,15,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 505540}, 'statistics': {'Evaluated': 5, 'BankSize': 5, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 43407984}, 'statistics': {'Evaluated': 320, 'BankSize': 42, 'FoundContextCount': 9, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 108878188}, 'statistics': {'Evaluated': 50625, 'BankSize': 2947, 'FoundContextCount': 132, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 12}}, {'time': {'secs': 0, 'nanos': 63868064}, 'statistics': {'Evaluated': 37455, 'BankSize': 17464, 'FoundContextCount': 9, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 15}}]","['arr.sort((a, b)=>a - b[0] + arr.reverse()[0]', 'arr.sort((a, b)=>a - b[0] + arr.pop()']",2,1
sypet_07_getOuterProduct,0.244076,vec1.transpose().mmul(vec2),,0,tasks/benchmarks/fromFrangel/sypet/sypet_07_getOuterProduct.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/sypet/SyPet_07_getOuterProduct.java,Full OOP,Without Side Effects,2503,37.855232 MB,6246,1415,9,1,3,10,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 27210680}, 'statistics': {'Evaluated': 9, 'BankSize': 9, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 146664140}, 'statistics': {'Evaluated': 1166, 'BankSize': 58, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 5}}, {'time': {'secs': 0, 'nanos': 69980583}, 'statistics': {'Evaluated': 5080, 'BankSize': 1357, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 10}}]",['vec1.transpose().mmul(vec2)'],1,2
IsIncreasing,0.261994,(arr.shift() + 1) === arr[1],,1,tasks/benchmarks/fromSobeq/may/FrAngel/IsIncreasing.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/controlstructures/IsIncreasing.java,Primitive Objects,With Side Effects,879,31.019008 MB,84250,19246,144,3,4,16,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 383768}, 'statistics': {'Evaluated': 5, 'BankSize': 5, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 40676858}, 'statistics': {'Evaluated': 320, 'BankSize': 42, 'FoundContextCount': 9, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 142542410}, 'statistics': {'Evaluated': 51412, 'BankSize': 3200, 'FoundContextCount': 135, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 12}}, {'time': {'secs': 0, 'nanos': 77887063}, 'statistics': {'Evaluated': 32838, 'BankSize': 16046, 'FoundContextCount': 9, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 16}}]","[""arr.join('') === arr.sort((a, b)=>a - b).join('')"", ""arr.join(',') === arr.sort((a, b)=>a - b).join(',')""]",3,1
FirstAndLast,0.273797,"names.splice(1, 1).push("" ""), names.join("" "")",,1,tasks/benchmarks/fromSobeq/may/sobeq-new/FirstAndLast.sy,https://github.com/peleghila/sobeq/blob/main/benchmarks/may/sobeq-new/FirstAndLast.sy,Primitive Objects,With Side Effects,879,28.790784 MB,101607,19751,87,3,4,16,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 569942}, 'statistics': {'Evaluated': 5, 'BankSize': 5, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 42032505}, 'statistics': {'Evaluated': 320, 'BankSize': 42, 'FoundContextCount': 9, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 106987556}, 'statistics': {'Evaluated': 50671, 'BankSize': 2458, 'FoundContextCount': 78, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 12}}, {'time': {'secs': 0, 'nanos': 123556112}, 'statistics': {'Evaluated': 50936, 'BankSize': 17293, 'FoundContextCount': 9, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 16}}]","[""names.shift() + ' ' + names.pop()"", ""(names.shift() + ' ') + names.pop()"", ""names[0] + ' ' + names[names.length - 1]"", ""((names.splice(1,1), 0), names.join(' '))""]",3,1
sypet_01_invert,0.288025,(new SingularValueDecomposition(mat)).inverse(),,0,tasks/benchmarks/fromFrangel/sypet/sypet_01_invert.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/sypet/SyPet_01_invert.java,Full OOP,Without Side Effects,2504,37.842944 MB,23434,2480,9,1,3,13,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 29846817}, 'statistics': {'Evaluated': 8, 'BankSize': 8, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 131318054}, 'statistics': {'Evaluated': 918, 'BankSize': 56, 'FoundContextCount': 7, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 5}}, {'time': {'secs': 0, 'nanos': 126675973}, 'statistics': {'Evaluated': 22516, 'BankSize': 2424, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}]",['(new SingularValueDecomposition(mat)).inverse()'],1,1
extract-word-that-begins-with-specific-charactermodified,0.407031,"_arg_0.split("" "").sort().shift()",,0,tasks/benchmarks/fromSobeq/may/probe/extract-word-that-begins-with-specific-charactermodified.sy,https=//exceljet.net/formula/extract-word-that-begins-with-specific-character,Primitive,Without Side Effects,880,30.969856 MB,207827,9770,30,1,4,16,"[' ', '_', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 460945}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 45625034}, 'statistics': {'Evaluated': 512, 'BankSize': 58, 'FoundContextCount': 3, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 331894375}, 'statistics': {'Evaluated': 199404, 'BankSize': 6254, 'FoundContextCount': 27, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 0, 'nanos': 28480989}, 'statistics': {'Evaluated': 8423, 'BankSize': 3516, 'FoundContextCount': 3, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 16}}]","[""'_' + _arg_0.split('_')[1].split(' ')[0]""]",3,1
38871714modified,0.408281,"_arg_0.replaceAll(""<"", "">"").replaceAll("">"", """")",,0,tasks/benchmarks/fromSobeq/may/probe/38871714modified.sy,https=//stackoverflow.com/questions/38871714/excel-vba-how-to-remove-substrings-from-a-cell,Primitive,Without Side Effects,881,30.478336 MB,246548,9973,6,1,3,13,"['>', ' ', '<', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 463027}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 42630868}, 'statistics': {'Evaluated': 783, 'BankSize': 72, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 364680163}, 'statistics': {'Evaluated': 245765, 'BankSize': 9901, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}]","[""_arg_0.replaceAll('<', '').replaceAll('>', '')"", ""_arg_0.replaceAll('>', '').replaceAll('<', '')""]",2,1
get-middle-name-from-full-namemodified,0.448015,"_arg_0.slice(_arg_0.indexOf("" ""), _arg_0.lastIndexOf("" "")).slice(_arg_0.length / _arg_0.lastIndexOf("" ""))",,0,tasks/benchmarks/fromSobeq/may/probe/get-middle-name-from-full-namemodified.sy,https=//exceljet.net/formula/get-middle-name-from-full-name,Primitive,Without Side Effects,879,28.381184 MB,262840,40994,16,1,4,21,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 389303}, 'statistics': {'Evaluated': 5, 'BankSize': 5, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 42375237}, 'statistics': {'Evaluated': 315, 'BankSize': 32, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 76302230}, 'statistics': {'Evaluated': 47063, 'BankSize': 1878, 'FoundContextCount': 14, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 0, 'nanos': 328378131}, 'statistics': {'Evaluated': 215777, 'BankSize': 39116, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 21}}]","[""_arg_0.slice(_arg_0.indexOf(' '),_arg_0.lastIndexOf(' ')).trim()"", ""(_arg_0.split(' ').slice(1,_arg_0.split(' ').length - 1)).join(' ')""]",3,1
user_names_aliasing,0.617228,"(a.name + """") + ("", "" + b.name)",,0,tasks/benchmarks/new_ruse/relations/user_names_aliasing.sy,,Full OOP,Without Side Effects,1176,35.119104 MB,193291,20271,76,1,4,24,"[' ', ', ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 1577270}, 'statistics': {'Evaluated': 9, 'BankSize': 7, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 56471202}, 'statistics': {'Evaluated': 560, 'BankSize': 34, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 0, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 348929976}, 'statistics': {'Evaluated': 69557, 'BankSize': 2137, 'FoundContextCount': 76, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 0, 'nanos': 209852656}, 'statistics': {'Evaluated': 123734, 'BankSize': 18134, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 24}}]","['a.name + "", "" +  b.name', 'a.name + "", "" +  d.name', 'c.name + "", "" +  b.name', 'c.name + "", "" +  d.name']",2,4
inc_tree_values_connected,0.626988,"tree3.inc_value(), tree2.inc_value(), tree1.inc_value()",,3,tasks/benchmarks/new_ruse/relations/inc_tree_values_connected.sy,,Full OOP,With Side Effects,1181,35.815424 MB,69920,10553,28,1,3,12,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 3661014}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 90246807}, 'statistics': {'Evaluated': 667, 'BankSize': 81, 'FoundContextCount': 24, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 532628910}, 'statistics': {'Evaluated': 69253, 'BankSize': 10472, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 12}}]",['tree1.inc_value(); tree2.inc_value(); tree3.inc_value()'],1,3
sypet_10_scale,0.841933,"TransformArea(rect.Expand(1), AffineTransform.getScaleTransform(scaleX, scaleY))",,0,tasks/benchmarks/fromFrangel/sypet/sypet_10_scale.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/sypet/SyPet_10_scale.java,Full OOP,Without Side Effects,2014,35.463168 MB,110711,19536,17,2,3,9,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 10363490}, 'statistics': {'Evaluated': 15, 'BankSize': 13, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 201645631}, 'statistics': {'Evaluated': 3979, 'BankSize': 606, 'FoundContextCount': 12, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 5}}, {'time': {'secs': 0, 'nanos': 629473569}, 'statistics': {'Evaluated': 106732, 'BankSize': 18930, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 9}}]","['TransformRect(rect, AffineTransform.getScaleTransform(scaleX, scaleY))']",1,3
inc_tree_values,0.885977,"tree3.inc_value(), tree2.inc_value(), tree1.inc_value()",,3,tasks/benchmarks/new_ruse/relations/inc_tree_values.sy,,Full OOP,With Side Effects,1181,35.815424 MB,86498,13223,29,1,3,12,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 3798983}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 94438143}, 'statistics': {'Evaluated': 679, 'BankSize': 79, 'FoundContextCount': 24, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 787296427}, 'statistics': {'Evaluated': 85819, 'BankSize': 13144, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 12}}]",['tree1.inc_value(); tree2.inc_value(); tree3.inc_value()'],1,3
sypet_09_eigenvalue,1.158361,(new EigenvalueDecomposition(mat)).getEigenvalue(index),,0,tasks/benchmarks/fromFrangel/sypet/sypet_09_eigenvalue.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/sypet/SyPet_09_eigenvalue.java,Full OOP,Without Side Effects,1552,563.412992 MB,126738,6114,51,2,3,13,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 482871}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 83269005}, 'statistics': {'Evaluated': 688, 'BankSize': 106, 'FoundContextCount': 47, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 5}}, {'time': {'secs': 1, 'nanos': 74152771}, 'statistics': {'Evaluated': 126050, 'BankSize': 6008, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 13}}]",['new EigenvalueDecomposition(mat).getEigenvalue(index)'],2,2
binary_search_tree_delete_two_children,1.2718289999999999,node_to_delete.right.min_node().swap(node_to_delete).unlink_leaf(),,2,tasks/benchmarks/new_ruse/binary_search_tree/binary_search_tree_delete_two_children.sy,,Full OOP,With Side Effects,16,530.620416 MB,26318,16960,658,3,5,11,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 6289926}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 46654918}, 'statistics': {'Evaluated': 30, 'BankSize': 21, 'FoundContextCount': 1, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 3}}, {'time': {'secs': 0, 'nanos': 66020927}, 'statistics': {'Evaluated': 556, 'BankSize': 246, 'FoundContextCount': 43, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 7}}, {'time': {'secs': 0, 'nanos': 603726363}, 'statistics': {'Evaluated': 7780, 'BankSize': 3946, 'FoundContextCount': 615, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 10}}, {'time': {'secs': 0, 'nanos': 548731227}, 'statistics': {'Evaluated': 18538, 'BankSize': 13014, 'FoundContextCount': 43, 'MaxMutatingOpcodes': 3, 'MaxDepth': 5, 'MaxSize': 11}}]",['node_to_delete.right.min_node().swap(node_to_delete).unlink_leaf()'],3,2
phone-6-long-repeatmodified,1.8481990000000001,"_arg_0.replaceAll("" "", ""-"").slice(1 + 1, _arg_0.indexOf(""-"")).slice(_arg_0.indexOf("" "") - 1)",,0,tasks/benchmarks/fromSobeq/may/probe/phone-6-long-repeatmodified.sy,,Primitive,Without Side Effects,880,351.490048 MB,978668,73799,31,1,4,22,"[' ', '-', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 570067}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 45543512}, 'statistics': {'Evaluated': 512, 'BankSize': 58, 'FoundContextCount': 3, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 329106476}, 'statistics': {'Evaluated': 201218, 'BankSize': 7324, 'FoundContextCount': 28, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 1, 'nanos': 472401702}, 'statistics': {'Evaluated': 777450, 'BankSize': 66475, 'FoundContextCount': 3, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 22}}]","[""_arg_0.slice(_arg_0.indexOf(' '),_arg_0.indexOf('-')).trim()"", ""_arg_0.split(' ')[1].split('-')[0]""]",3,1
43606446modified,2.172854,"("">"" + "" "").replaceAll("""", _arg_0.replaceAll("">"", """")).slice((-1) - (1 + 1))",,0,tasks/benchmarks/fromSobeq/may/probe/43606446modified.sy,https=//stackoverflow.com/questions/43606446/extract-substring-from-this-string-inside-excel-cell/43606527%43606527,Primitive,Without Side Effects,881,345.485312 MB,1067780,40313,48,1,4,18,"['>', ' ', '<', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 492251}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 46054112}, 'statistics': {'Evaluated': 783, 'BankSize': 74, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 1, 'nanos': 3204224}, 'statistics': {'Evaluated': 552724, 'BankSize': 14347, 'FoundContextCount': 44, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 1, 'nanos': 122643858}, 'statistics': {'Evaluated': 515056, 'BankSize': 25966, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 18}}]","[""_arg_0.replaceAll('<','').replaceAll('>','').split(',').slice(-1)[0]"", ""_arg_0.replace('>','').slice(-3)"", ""_arg_0.replace('>','').slice(-1 - 2)""]",3,1
17212077modified,3.32789,"_arg_0.split(""/"").shift() + _arg_0.slice(_arg_0.lastIndexOf(""/""))",,0,tasks/benchmarks/fromSobeq/may/probe/17212077modified.sy,https=//stackoverflow.com/questions/17212077/stuck-substring-month-and-year-in-excel,Primitive,Without Side Effects,880,2.097958912 GB,2078149,254386,28,1,4,27,"[' ', '/', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 495161}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 44095627}, 'statistics': {'Evaluated': 512, 'BankSize': 61, 'FoundContextCount': 3, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 272021630}, 'statistics': {'Evaluated': 181049, 'BankSize': 5454, 'FoundContextCount': 25, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 3, 'nanos': 10692776}, 'statistics': {'Evaluated': 1897100, 'BankSize': 248932, 'FoundContextCount': 3, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 27}}]","[""(_arg_0.split('/')[0]).concat('/'.concat(_arg_0.split('/')[2]))"", ""_arg_0.slice(0,2) + _arg_0.slice(_arg_0.lastIndexOf('/'))""]",3,1
fill_fibonacci_loopy_window,3.435235,out.push(out[1] + out.shift()),,2,tasks/benchmarks/fromSobeq/must/LooPy/fill_fibonacci_loopy_window.sy,https://github.com/KasraF/SnippySynthesizer/blob/loopy/src/test/resources/frangel_control/fill_fibonacci_loopy.examples.json,Primitive Objects,With Side Effects,879,2.552336384 GB,889808,190456,66,3,4,22,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 460043}, 'statistics': {'Evaluated': 5, 'BankSize': 5, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 39406598}, 'statistics': {'Evaluated': 305, 'BankSize': 37, 'FoundContextCount': 6, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 189353313}, 'statistics': {'Evaluated': 43807, 'BankSize': 2550, 'FoundContextCount': 60, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 12}}, {'time': {'secs': 3, 'nanos': 205522664}, 'statistics': {'Evaluated': 846001, 'BankSize': 187906, 'FoundContextCount': 6, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 22}}]","['out.push(out.splice(0, 1)[0] + out[0])', 'out.push(out[1] + out.shift())']",3,1
user_names_connected,3.846081,"(a.name + "", "") + b.name",,0,tasks/benchmarks/new_ruse/relations/user_names_connected.sy,,Full OOP,Without Side Effects,1527,2.885246976 GB,1443773,383424,77,1,4,27,"[' ', ', ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 1057764}, 'statistics': {'Evaluated': 8, 'BankSize': 8, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 77650298}, 'statistics': {'Evaluated': 744, 'BankSize': 34, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 0, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 557399371}, 'statistics': {'Evaluated': 74067, 'BankSize': 2136, 'FoundContextCount': 77, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 3, 'nanos': 209540847}, 'statistics': {'Evaluated': 1369706, 'BankSize': 381288, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 27}}]","['a.name + "", "" + b.name']",2,3
user_names_simple,3.884962,"(a.name + "", "") + b.name",,0,tasks/benchmarks/new_ruse/simple/user_names_simple.sy,,Full OOP,Without Side Effects,1174,2.865860608 GB,1386433,370601,76,1,4,27,"[' ', ', ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 1680940}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 62494827}, 'statistics': {'Evaluated': 560, 'BankSize': 34, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 0, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 342743788}, 'statistics': {'Evaluated': 69483, 'BankSize': 2135, 'FoundContextCount': 76, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 3, 'nanos': 477587691}, 'statistics': {'Evaluated': 1316950, 'BankSize': 368466, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 27}}]","['a.name + "", "" b.name']",2,2
user_names,4.113752,"(a.name + "", "") + b.name",,0,tasks/benchmarks/new_ruse/relations/user_names.sy,,Full OOP,Without Side Effects,1527,2.876809216 GB,1404061,372329,78,1,4,27,"[' ', ', ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 1783752}, 'statistics': {'Evaluated': 8, 'BankSize': 8, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 78074447}, 'statistics': {'Evaluated': 744, 'BankSize': 34, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 0, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 544939723}, 'statistics': {'Evaluated': 74067, 'BankSize': 2136, 'FoundContextCount': 78, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 3, 'nanos': 488548039}, 'statistics': {'Evaluated': 1329994, 'BankSize': 370193, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 27}}]","['a.name + "", "" + b.name']",2,3
